category,example_index,sentence
dialogue,92,"“You must excuse me, dear Vicomte,” said Prince Vasíli to the Frenchman, holding him down by the sleeve in a friendly way to prevent his rising."
dialogue,93,"“This unfortunate fete at the ambassador’s deprives me of a pleasure, and obliges me to interrupt you."
dialogue,94,"I am very sorry to leave your enchanting party,” said he, turning to Anna Pávlovna."
dialogue,95,"“Very lovely,” said Prince Andrew."
dialogue,96,"“Very,” said Pierre."
dialogue,97,In passing Prince Vasíli seized Pierre’s hand and said to Anna Pávlovna: “Educate this bear for me!
dialogue,98,"Nothing is so necessary for a young man as the society of clever women.”



Anna Pávlovna smiled and promised to take Pierre in hand."
dialogue,99,"“How about my son Borís, Prince?” said she, hurrying after him into the anteroom."
dialogue,100,“I can’t remain any longer in Petersburg.
dialogue,101,"Tell me what news I may take back to my poor boy.”

Although Prince Vasíli listened reluctantly and not very politely to the elderly lady, even betraying some impatience, she gave him an ingratiating and appealing smile, and took his hand that he might not go away."
dialogue,102,"“What would it cost you to say a word to the Emperor, and then he would be transferred to the Guards at once?” said she."
dialogue,103,"“Believe me, Princess, I am ready to do all I can,” answered Prince Vasíli, “but it is difficult for me to ask the Emperor."
dialogue,104,"That would be the best way.”

The elderly lady was a Princess Drubetskáya, belonging to one of the best families in Russia, but she was poor, and having long been out of society had lost her former influential connections."
dialogue,105,"“Listen to me, Prince,” said she."
dialogue,106,"“I have never yet asked you for anything and I never will again, nor have I ever reminded you of my father’s friendship for you; but now I entreat you for God’s sake to do this for my son—and I shall always regard you as a benefactor,” she added hurriedly."
dialogue,107,"“No, don’t be angry, but promise!"
dialogue,108,"Be the kindhearted man you always were,” she said, trying to smile though tears were in her eyes."
dialogue,109,"“Papa, we shall be late,” said Princess Hélène, turning her beautiful head and looking over her classically molded shoulder as she stood waiting by the door."
dialogue,110,"“My dear Anna Mikháylovna,” said he with his usual familiarity and weariness of tone, “it is almost impossible for me to do what you ask; but to prove my devotion to you and how I respect your father’s memory, I will do the impossible—your son shall be transferred to the Guards."
dialogue,111,"Are you satisfied?”

“My dear benefactor!"
dialogue,112,This is what I expected from you—I knew your kindness!” He turned to go.
dialogue,113,“Wait—just a word!
dialogue,114,When he has been transferred to the Guards...” she faltered.
dialogue,115,“You are on good terms with Michael Ilariónovich Kutúzov ... recommend Borís to him as adjutant!
dialogue,116,"Then I shall be at rest, and then...”

Prince Vasíli smiled."
dialogue,117,"“No, I won’t promise that."
dialogue,118,"He told me himself that all the Moscow ladies have conspired to give him all their sons as adjutants.”

“No, but do promise!"
dialogue,119,"My dear benefactor...”

“Papa,” said his beautiful daughter in the same tone as before, “we shall be late.”

“Well, au revoir!"
dialogue,120,"You hear her?”

“Then tomorrow you will speak to the Emperor?”

“Certainly; but about Kutúzov, I don’t promise.”

“Do promise, do promise, Vasíli!” cried Anna Mikháylovna as he went, with the smile of a coquettish girl, which at one time probably came naturally to her, but was now very ill-suited to her careworn face."
dialogue,121,"CHAPTER V
“And what do you think of this latest comedy, the coronation at Milan?” asked Anna Pávlovna, “and of the comedy of the people of Genoa and Lucca laying their petitions before Monsieur Buonaparte, and Monsieur Buonaparte sitting on a throne and granting the petitions of the nations?"
dialogue,122,"It is as if the whole world had gone crazy.”

Prince Andrew looked Anna Pávlovna straight in the face with a sarcastic smile."
dialogue,123,"“‘Dieu me la donne, gare à qui la touche!’’ * They say he was very fine when he said that,” he remarked, repeating the words in Italian: “‘Dio mi l’ha dato."
dialogue,124,"“I hope this will prove the last drop that will make the glass run over,” Anna Pávlovna continued."
dialogue,125,"“The sovereigns will not be able to endure this man who is a menace to everything.”

“The sovereigns?"
dialogue,126,"I do not speak of Russia,” said the vicomte, polite but hopeless: “The sovereigns, madame... What have they done for Louis XVII, for the Queen, or for Madame Elizabeth?"
dialogue,127,Nothing!” and he became more animated.
dialogue,128,"“And believe me, they are reaping the reward of their betrayal of the Bourbon cause."
dialogue,129,"Why, they are sending ambassadors to compliment the usurper.”

And sighing disdainfully, he again changed his position."
dialogue,130,"“Bâton de gueules, engrêlé de gueules d’azur—maison Condé,” said he."
dialogue,131,"“If Buonaparte remains on the throne of France a year longer,” the vicomte continued, with the air of a man who, in a matter with which he is better acquainted than anyone else, does not listen to others but follows the current of his own thoughts, “things will have gone too far."
dialogue,132,"By intrigues, violence, exile, and executions, French society—I mean good French society—will have been forever destroyed, and then....”

He shrugged his shoulders and spread out his hands."
dialogue,133,"Pierre wished to make a remark, for the conversation interested him, but Anna Pávlovna, who had him under observation, interrupted:

“The Emperor Alexander,” said she, with the melancholy which always accompanied any reference of hers to the Imperial family, “has declared that he will leave it to the French people themselves to choose their own form of government; and I believe that once free from the usurper, the whole nation will certainly throw itself into the arms of its rightful king,” she concluded, trying to be amiable to the royalist emigrant."
dialogue,134,"“That is doubtful,” said Prince Andrew."
dialogue,135,“Monsieur le Vicomte quite rightly supposes that matters have already gone too far.
dialogue,136,"I think it will be difficult to return to the old regime.”

“From what I have heard,” said Pierre, blushing and breaking into the conversation, “almost all the aristocracy has already gone over to Bonaparte’s side.”

“It is the Buonapartists who say that,” replied the vicomte without looking at Pierre."
dialogue,137,"“At the present time it is difficult to know the real state of French public opinion.”

“Bonaparte has said so,” remarked Prince Andrew with a sarcastic smile."
dialogue,138,"“‘I showed them the path to glory, but they did not follow it,’” Prince Andrew continued after a short silence, again quoting Napoleon’s words."
dialogue,139,"“‘I opened my antechambers and they crowded in.’ I do not know how far he was justified in saying so.”

“Not in the least,” replied the vicomte."
dialogue,140,“After the murder of the duc even the most partial ceased to regard him as a hero.
dialogue,141,"If to some people,” he went on, turning to Anna Pávlovna, “he ever was a hero, after the murder of the duc there was one martyr more in heaven and one hero less on earth.”

Before Anna Pávlovna and the others had time to smile their appreciation of the vicomte’s epigram, Pierre again broke into the conversation, and though Anna Pávlovna felt sure he would say something inappropriate, she was unable to stop him."
dialogue,142,"“The execution of the Duc d’Enghien,” declared Monsieur Pierre, “was a political necessity, and it seems to me that Napoleon showed greatness of soul by not fearing to take on himself the whole responsibility of that deed.”

“Dieu!"
dialogue,143,Mon Dieu!” muttered Anna Pávlovna in a terrified whisper.
dialogue,144,"“What, Monsieur Pierre... Do you consider that assassination shows greatness of soul?” said the little princess, smiling and drawing her work nearer to her."
dialogue,145,“Oh!
dialogue,146,Oh!” exclaimed several voices.
dialogue,147,"“Capital!” said Prince Hippolyte in English, and began slapping his knee with the palm of his hand."
dialogue,148,"“I say so,” he continued desperately, “because the Bourbons fled from the Revolution leaving the people to anarchy, and Napoleon alone understood the Revolution and quelled it, and so for the general good, he could not stop short for the sake of one man’s life.”

“Won’t you come over to the other table?” suggested Anna Pávlovna."
dialogue,149,"“No,” cried he, becoming more and more eager, “Napoleon is great because he rose superior to the Revolution, suppressed its abuses, preserved all that was good in it—equality of citizenship and freedom of speech and of the press—and only for that reason did he obtain power.”

“Yes, if having obtained power, without availing himself of it to commit murder he had restored it to the rightful king, I should have called him a great man,” remarked the vicomte."
dialogue,150,“He could not do that.
dialogue,151,"The Revolution was a grand thing!” continued Monsieur Pierre, betraying by this desperate and provocative proposition his extreme youth and his wish to express all that was in his mind."
dialogue,152,“What?
dialogue,153,But won’t you come to this other table?” repeated Anna Pávlovna.
dialogue,154,"“Rousseau’s Contrat Social,” said the vicomte with a tolerant smile."
dialogue,155,"“I am not speaking of regicide, I am speaking about ideas.”

“Yes: ideas of robbery, murder, and regicide,” again interjected an ironical voice."
dialogue,156,"“Those were extremes, no doubt, but they are not what is most important."
dialogue,157,"What is important are the rights of man, emancipation from prejudices, and equality of citizenship, and all these ideas Napoleon has retained in full force.”

“Liberty and equality,” said the vicomte contemptuously, as if at last deciding seriously to prove to this youth how foolish his words were, “high-sounding words which have long been discredited."
dialogue,158,"We wanted liberty, but Buonaparte has destroyed it.”

Prince Andrew kept looking with an amused smile from Pierre to the vicomte and from the vicomte to their hostess."
dialogue,159,"“But, my dear Monsieur Pierre,” said she, “how do you explain the fact of a great man executing a duc—or even an ordinary man who—is innocent and untried?”

“I should like,” said the vicomte, “to ask how monsieur explains the 18th Brumaire; was not that an imposture?"
dialogue,160,"It was a swindle, and not at all like the conduct of a great man!”

“And the prisoners he killed in Africa?"
dialogue,161,"That was horrible!” said the little princess, shrugging her shoulders."
dialogue,162,"“He’s a low fellow, say what you will,” remarked Prince Hippolyte."
dialogue,163,“How do you expect him to answer you all at once?” said Prince Andrew.
dialogue,164,"“Besides, in the actions of a statesman one has to distinguish between his acts as a private person, as a general, and as an emperor."
dialogue,165,"So it seems to me.”

“Yes, yes, of course!” Pierre chimed in, pleased at the arrival of this reinforcement."
dialogue,166,"“One must admit,” continued Prince Andrew, “that Napoleon as a man was great on the bridge of Arcola, and in the hospital at Jaffa where he gave his hand to the plague-stricken; but ... but there are other acts which it is difficult to justify.”

Prince Andrew, who had evidently wished to tone down the awkwardness of Pierre’s remarks, rose and made a sign to his wife that it was time to go."
dialogue,167,"Suddenly Prince Hippolyte started up making signs to everyone to attend, and asking them all to be seated began:

“I was told a charming Moscow story today and must treat you to it."
dialogue,168,"Excuse me, Vicomte—I must tell it in Russian or the point will be lost....” And Prince Hippolyte began to tell his story in such Russian as a Frenchman would speak after spending about a year in Russia."
dialogue,169,"“There is in Moscow a lady, une dame, and she is very stingy."
dialogue,170,"She said....”

Here Prince Hippolyte paused, evidently collecting his ideas with difficulty."
dialogue,171,“She said.... Oh yes!
dialogue,172,"She said, ‘Girl,’ to the maid, ‘put on a livery, get up behind the carriage, and come with me while I make some calls.’”

Here Prince Hippolyte spluttered and burst out laughing long before his audience, which produced an effect unfavorable to the narrator."
dialogue,173,“She went.
dialogue,174,"The girl lost her hat and her long hair came down....” Here he could contain himself no longer and went on, between gasps of laughter: “And the whole world knew....”

And so the anecdote ended."
dialogue,175,"Anna Pávlovna turned toward him and, with a Christian mildness that expressed forgiveness of his indiscretion, nodded and said: “I hope to see you again, but I also hope you will change your opinions, my dear Monsieur Pierre.”

When she said this, he did not reply and only bowed, but again everybody saw his smile, which said nothing, unless perhaps, “Opinions are opinions, but you see what a capital, good-natured fellow I am.” And everyone, including Anna Pávlovna, felt this."
dialogue,176,"“Go in, Annette, or you will catch cold,” said the little princess, taking leave of Anna Pávlovna."
dialogue,177,"“It is settled,” she added in a low voice."
dialogue,178,"“I rely on you, my dear,” said Anna Pávlovna, also in a low tone."
dialogue,179,“Write to her and let me know how her father looks at the matter.
dialogue,180,”—and she left the hall.
dialogue,181,"“I am very glad I did not go to the ambassador’s,” said Prince Hippolyte “—so dull—."
dialogue,182,"Delightful!”

“They say the ball will be very good,” replied the princess, drawing up her downy little lip."
dialogue,183,"“All the pretty women in society will be there.”

“Not all, for you will not be there; not all,” said Prince Hippolyte smiling joyfully; and snatching the shawl from the footman, whom he even pushed aside, he began wrapping it round the princess."
dialogue,184,"“Are you ready?” he asked his wife, looking past her."
dialogue,185,"“Princesse, au revoir,” cried he, stumbling with his tongue as well as with his feet."
dialogue,186,"“Allow me, sir,” said Prince Andrew in Russian in a cold, disagreeable tone to Prince Hippolyte who was blocking his path."
dialogue,187,"“I am expecting you, Pierre,” said the same voice, but gently and affectionately."
dialogue,188,"“Well, mon cher,” said the vicomte, having seated himself beside Hippolyte in the carriage, “your little princess is very nice, very nice indeed, quite French,” and he kissed the tips of his fingers."
dialogue,189,"“Do you know, you are a terrible chap for all your innocent airs,” continued the vicomte."
dialogue,190,"“I pity the poor husband, that little officer who gives himself the airs of a monarch.”

Hippolyte spluttered again, and amid his laughter said, “And you were saying that the Russian ladies are not equal to the French?"
dialogue,191,"One has to know how to deal with them.”

Pierre reaching the house first went into Prince Andrew’s study like one quite at home, and from habit immediately lay down on the sofa, took from the shelf the first book that came to his hand (it was Caesar’s Commentaries), and resting on his elbow, began reading it in the middle."
dialogue,192,“What have you done to Mlle Schérer?
dialogue,193,"She will be quite ill now,” said Prince Andrew, as he entered the study, rubbing his small white hands."
dialogue,194,“That abbé is very interesting but he does not see the thing in the right light....
dialogue,195,"In my opinion perpetual peace is possible but—I do not know how to express it ... not by a balance of political power....”

It was evident that Prince Andrew was not interested in such abstract conversation."
dialogue,196,"“One can’t everywhere say all one thinks, mon cher."
dialogue,197,Are you going to be a guardsman or a diplomatist?” asked Prince Andrew after a momentary silence.
dialogue,198,"“Really, I don’t yet know."
dialogue,199,"I don’t like either the one or the other.”

“But you must decide on something!"
dialogue,200,"Your father expects it.”

Pierre at the age of ten had been sent abroad with an abbé as tutor, and had remained away till he was twenty."
