category,example_index,sentence
dialogue,163,"“I’ll tell you what: let’s go to Gurin’s to lunch, and there we can talk."
dialogue,164,"I am free till three.”

“No,” answered Levin, after an instant’s thought, “I have got to go on somewhere else.”

“All right, then, let’s dine together.”

“Dine together?"
dialogue,165,"But I have nothing very particular, only a few words to say, and a question I want to ask you, and we can have a talk afterwards.”

“Well, say the few words, then, at once, and we’ll gossip after dinner.”

“Well, it’s this,” said Levin; “but it’s of no importance, though.”

His face all at once took an expression of anger from the effort he was making to surmount his shyness."
dialogue,166,“What are the Shtcherbatskys doing?
dialogue,167,Everything as it used to be?” he said.
dialogue,168,"“You said a few words, but I can’t answer in a few words, because...."
dialogue,169,"Excuse me a minute....”

A secretary came in, with respectful familiarity and the modest consciousness, characteristic of every secretary, of superiority to his chief in the knowledge of their business; he went up to Oblonsky with some papers, and began, under pretense of asking a question, to explain some objection."
dialogue,170,"“No, you do as I told you,” he said, softening his words with a smile, and with a brief explanation of his view of the matter he turned away from the papers, and said: “So do it that way, if you please, Zahar Nikititch.”

The secretary retired in confusion."
dialogue,171,"“I don’t understand it, I don’t understand it,” he said."
dialogue,172,"“What don’t you understand?” said Oblonsky, smiling as brightly as ever, and picking up a cigarette."
dialogue,173,"“I don’t understand what you are doing,” said Levin, shrugging his shoulders."
dialogue,174,"“How can you do it seriously?”

“Why not?”

“Why, because there’s nothing in it.”

“You think so, but we’re overwhelmed with work.”

“On paper."
dialogue,175,"But, there, you’ve a gift for it,” added Levin."
dialogue,176,"“That’s to say, you think there’s a lack of something in me?”

“Perhaps so,” said Levin."
dialogue,177,"“But all the same I admire your grandeur, and am proud that I’ve a friend in such a great person."
dialogue,178,"You’ve not answered my question, though,” he went on, with a desperate effort looking Oblonsky straight in the face."
dialogue,179,"“Oh, that’s all very well."
dialogue,180,"Yes, as to your question, there is no change, but it’s a pity you’ve been away so long.”

“Oh, why so?” Levin queried, panic-stricken."
dialogue,181,"“Oh, nothing,” responded Oblonsky."
dialogue,182,“We’ll talk it over.
dialogue,183,"But what’s brought you up to town?”

“Oh, we’ll talk about that, too, later on,” said Levin, reddening again up to his ears."
dialogue,184,“All right.
dialogue,185,"I see,” said Stepan Arkadyevitch."
dialogue,186,"“I should ask you to come to us, you know, but my wife’s not quite the thing."
dialogue,187,"You drive along there, and I’ll come and fetch you, and we’ll go and dine somewhere together.”

“Capital."
dialogue,188,"So good-bye till then.”

“Now mind, you’ll forget, I know you, or rush off home to the country!” Stepan Arkadyevitch called out laughing."
dialogue,189,"“No, truly!”

And Levin went out of the room, only when he was in the doorway remembering that he had forgotten to take leave of Oblonsky’s colleagues."
dialogue,190,"“That gentleman must be a man of great energy,” said Grinevitch, when Levin had gone away."
dialogue,191,"“Yes, my dear boy,” said Stepan Arkadyevitch, nodding his head, “he’s a lucky fellow!"
dialogue,192,"Not like some of us.”

“You have a great deal to complain of, haven’t you, Stepan Arkadyevitch?”

“Ah, yes, I’m in a poor way, a bad way,” said Stepan Arkadyevitch with a heavy sigh."
dialogue,193,"Chapter 6
When Oblonsky asked Levin what had brought him to town, Levin blushed, and was furious with himself for blushing, because he could not answer, “I have come to make your sister-in-law an offer,” though that was precisely what he had come for."
dialogue,194,"“I cannot admit it,” said Sergey Ivanovitch, with his habitual clearness, precision of expression, and elegance of phrase."
dialogue,195,“I cannot in any case agree with Keiss that my whole conception of the external world has been derived from perceptions.
dialogue,196,"The most fundamental idea, the idea of existence, has not been received by me through sensation; indeed, there is no special sense-organ for the transmission of such an idea.”

“Yes, but they—Wurt, and Knaust, and Pripasov—would answer that your consciousness of existence is derived from the conjunction of all your sensations, that that consciousness of existence is the result of your sensations."
dialogue,197,"Wurt, indeed, says plainly that, assuming there are no sensations, it follows that there is no idea of existence.”

“I maintain the contrary,” began Sergey Ivanovitch."
dialogue,198,"“According to that, if my senses are annihilated, if my body is dead, I can have no existence of any sort?” he queried."
dialogue,199,"But Sergey Ivanovitch, who had been talking with far less heat and one-sidedness than the professor, and who had sufficient breadth of mind to answer the professor, and at the same time to comprehend the simple and natural point of view from which the question was put, smiled and said:

“That question we have no right to answer as yet.”

“We have not the requisite data,” chimed in the professor, and he went back to his argument."
dialogue,200,"“No,” he said; “I would point out the fact that if, as Pripasov directly asserts, perception is based on sensation, then we are bound to distinguish sharply between these two conceptions.”

Levin listened no more, and simply waited for the professor to go."
